"Step","04_12_12_36_45 - val_B_1500","04_12_12_36_45 - val_B_1500__MIN","04_12_12_36_45 - val_B_1500__MAX"
"5500","0.9911238551139832","0.9911238551139832","0.9911238551139832"
"6000","0.9981746673583984","0.9981746673583984","0.9981746673583984"
"6500","1.0184717178344727","1.0184717178344727","1.0184717178344727"
"7000","0.9779933094978333","0.9779933094978333","0.9779933094978333"
"7500","0.9918869137763977","0.9918869137763977","0.9918869137763977"
"8000","0.9873501658439636","0.9873501658439636","0.9873501658439636"
"8500","0.9829375147819519","0.9829375147819519","0.9829375147819519"
"9000","1.0244063138961792","1.0244063138961792","1.0244063138961792"
"9500","1.0198266506195068","1.0198266506195068","1.0198266506195068"
"10000","0.9937429428100586","0.9937429428100586","0.9937429428100586"
"10500","1.0019515752792358","1.0019515752792358","1.0019515752792358"
"11000","1.008604645729065","1.008604645729065","1.008604645729065"
"11500","0.9905025362968445","0.9905025362968445","0.9905025362968445"
"12000","1.0088309049606323","1.0088309049606323","1.0088309049606323"
"12500","1.031715989112854","1.031715989112854","1.031715989112854"
"13000","1.0484424829483032","1.0484424829483032","1.0484424829483032"
"13500","1.010601282119751","1.010601282119751","1.010601282119751"
"14000","1.0086485147476196","1.0086485147476196","1.0086485147476196"
"14500","0.9980260133743286","0.9980260133743286","0.9980260133743286"
"15000","0.9798871874809265","0.9798871874809265","0.9798871874809265"
"15500","0.9587794542312622","0.9587794542312622","0.9587794542312622"
"16000","1.0142124891281128","1.0142124891281128","1.0142124891281128"
"16500","0.9959303736686707","0.9959303736686707","0.9959303736686707"
"17000","0.9927634596824646","0.9927634596824646","0.9927634596824646"
"17500","1.027663230895996","1.027663230895996","1.027663230895996"
"18000","0.9966766238212585","0.9966766238212585","0.9966766238212585"
"18500","0.9978190660476685","0.9978190660476685","0.9978190660476685"
"19000","1.000543475151062","1.000543475151062","1.000543475151062"
"19500","0.9902229309082031","0.9902229309082031","0.9902229309082031"
"20000","0.9910579919815063","0.9910579919815063","0.9910579919815063"
"20500","1.0168026685714722","1.0168026685714722","1.0168026685714722"
"21000","0.9806221127510071","0.9806221127510071","0.9806221127510071"
"21500","1.009213924407959","1.009213924407959","1.009213924407959"
"22000","0.9904759526252747","0.9904759526252747","0.9904759526252747"
"22500","0.9859979748725891","0.9859979748725891","0.9859979748725891"
"23000","0.999518871307373","0.999518871307373","0.999518871307373"
"23500","0.9941474199295044","0.9941474199295044","0.9941474199295044"
"24000","0.9663946032524109","0.9663946032524109","0.9663946032524109"
"24500","0.997288703918457","0.997288703918457","0.997288703918457"
"25000","1.0190234184265137","1.0190234184265137","1.0190234184265137"
"25500","0.9721757173538208","0.9721757173538208","0.9721757173538208"
"26000","1.0267794132232666","1.0267794132232666","1.0267794132232666"
"26500","0.980105996131897","0.980105996131897","0.980105996131897"
"27000","0.9916297197341919","0.9916297197341919","0.9916297197341919"
"27500","0.9941594004631042","0.9941594004631042","0.9941594004631042"
"28000","1.0055087804794312","1.0055087804794312","1.0055087804794312"
"28500","0.9739276766777039","0.9739276766777039","0.9739276766777039"
"29000","1.0087379217147827","1.0087379217147827","1.0087379217147827"
"29500","0.9956965446472168","0.9956965446472168","0.9956965446472168"
"30000","1.0085806846618652","1.0085806846618652","1.0085806846618652"
"30500","0.9636343121528625","0.9636343121528625","0.9636343121528625"
"31000","0.998481273651123","0.998481273651123","0.998481273651123"
"31500","1.0011554956436157","1.0011554956436157","1.0011554956436157"
"32000","1.0114752054214478","1.0114752054214478","1.0114752054214478"
"32500","0.9951931238174438","0.9951931238174438","0.9951931238174438"
"33000","0.9959620833396912","0.9959620833396912","0.9959620833396912"
"33500","0.9888540506362915","0.9888540506362915","0.9888540506362915"
"34000","0.9930921792984009","0.9930921792984009","0.9930921792984009"
"34500","0.9951897859573364","0.9951897859573364","0.9951897859573364"
"35000","0.9985443949699402","0.9985443949699402","0.9985443949699402"
"35500","0.9925565719604492","0.9925565719604492","0.9925565719604492"
"36000","0.990463376045227","0.990463376045227","0.990463376045227"
"36500","0.9980006217956543","0.9980006217956543","0.9980006217956543"
"37000","0.994886577129364","0.994886577129364","0.994886577129364"
"37500","0.990595281124115","0.990595281124115","0.990595281124115"
"38000","0.9950726628303528","0.9950726628303528","0.9950726628303528"
"38500","0.9965836405754089","0.9965836405754089","0.9965836405754089"
"39000","0.9914087653160095","0.9914087653160095","0.9914087653160095"
"39500","0.992989718914032","0.992989718914032","0.992989718914032"
"40000","0.9968053102493286","0.9968053102493286","0.9968053102493286"