"Step","04_12_12_36_45 - val_acc_1500","04_12_12_36_45 - val_acc_1500__MIN","04_12_12_36_45 - val_acc_1500__MAX"
"5500","0.773242175579071","0.773242175579071","0.773242175579071"
"6000","0.7652344107627869","0.7652344107627869","0.7652344107627869"
"6500","0.7757812738418579","0.7757812738418579","0.7757812738418579"
"7000","0.785937488079071","0.785937488079071","0.785937488079071"
"7500","0.783007800579071","0.783007800579071","0.783007800579071"
"8000","0.7789062857627869","0.7789062857627869","0.7789062857627869"
"8500","0.778124988079071","0.778124988079071","0.778124988079071"
"9000","0.7964844107627869","0.7964844107627869","0.7964844107627869"
"9500","0.7896484732627869","0.7896484732627869","0.7896484732627869"
"10000","0.7992187738418579","0.7992187738418579","0.7992187738418579"
"10500","0.798632800579071","0.798632800579071","0.798632800579071"
"11000","0.7984375357627869","0.7984375357627869","0.7984375357627869"
"11500","0.7759765982627869","0.7759765982627869","0.7759765982627869"
"12000","0.7994140982627869","0.7994140982627869","0.7994140982627869"
"12500","0.799023449420929","0.799023449420929","0.799023449420929"
"13000","0.796093761920929","0.796093761920929","0.796093761920929"
"13500","0.803906261920929","0.803906261920929","0.803906261920929"
"14000","0.802734375","0.802734375","0.802734375"
"14500","0.802539050579071","0.802539050579071","0.802539050579071"
"15000","0.8072265982627869","0.8072265982627869","0.8072265982627869"
"15500","0.787109375","0.787109375","0.787109375"
"16000","0.802929699420929","0.802929699420929","0.802929699420929"
"16500","0.8011718988418579","0.8011718988418579","0.8011718988418579"
"17000","0.802539050579071","0.802539050579071","0.802539050579071"
"17500","0.8062500357627869","0.8062500357627869","0.8062500357627869"
"18000","0.808789074420929","0.808789074420929","0.808789074420929"
"18500","0.8082031607627869","0.8082031607627869","0.8082031607627869"
"19000","0.806445300579071","0.806445300579071","0.806445300579071"
"19500","0.8095703125","0.8095703125","0.8095703125"
"20000","0.811718761920929","0.811718761920929","0.811718761920929"
"20500","0.7939453125","0.7939453125","0.7939453125"
"21000","0.8037109375","0.8037109375","0.8037109375"
"21500","0.809374988079071","0.809374988079071","0.809374988079071"
"22000","0.8089843988418579","0.8089843988418579","0.8089843988418579"
"22500","0.8109375238418579","0.8109375238418579","0.8109375238418579"
"23000","0.8130859732627869","0.8130859732627869","0.8130859732627869"
"23500","0.8076171875","0.8076171875","0.8076171875"
"24000","0.813281238079071","0.813281238079071","0.813281238079071"
"24500","0.8109375238418579","0.8109375238418579","0.8109375238418579"
"25000","0.8134765625","0.8134765625","0.8134765625"
"25500","0.8060547113418579","0.8060547113418579","0.8060547113418579"
"26000","0.810351550579071","0.810351550579071","0.810351550579071"
"26500","0.8138672113418579","0.8138672113418579","0.8138672113418579"
"27000","0.810742199420929","0.810742199420929","0.810742199420929"
"27500","0.8119140863418579","0.8119140863418579","0.8119140863418579"
"28000","0.8121094107627869","0.8121094107627869","0.8121094107627869"
"28500","0.8130859732627869","0.8130859732627869","0.8130859732627869"
"29000","0.8125","0.8125","0.8125"
"29500","0.8138672113418579","0.8138672113418579","0.8138672113418579"
"30000","0.814257800579071","0.814257800579071","0.814257800579071"
"30500","0.8111328482627869","0.8111328482627869","0.8111328482627869"
"31000","0.8138672113418579","0.8138672113418579","0.8138672113418579"
"31500","0.8148437738418579","0.8148437738418579","0.8148437738418579"
"32000","0.8154296875","0.8154296875","0.8154296875"
"32500","0.8130859732627869","0.8130859732627869","0.8130859732627869"
"33000","0.812304675579071","0.812304675579071","0.812304675579071"
"33500","0.8148437738418579","0.8148437738418579","0.8148437738418579"
"34000","0.8150390982627869","0.8150390982627869","0.8150390982627869"
"34500","0.813671886920929","0.813671886920929","0.813671886920929"
"35000","0.814453125","0.814453125","0.814453125"
"35500","0.813671886920929","0.813671886920929","0.813671886920929"
"36000","0.8138672113418579","0.8138672113418579","0.8138672113418579"
"36500","0.8154296875","0.8154296875","0.8154296875"
"37000","0.815625011920929","0.815625011920929","0.815625011920929"
"37500","0.8158203363418579","0.8158203363418579","0.8158203363418579"
"38000","0.8150390982627869","0.8150390982627869","0.8150390982627869"
"38500","0.8154296875","0.8154296875","0.8154296875"
"39000","0.8148437738418579","0.8148437738418579","0.8148437738418579"
"39500","0.8148437738418579","0.8148437738418579","0.8148437738418579"
"40000","0.815234363079071","0.815234363079071","0.815234363079071"