"Step","04_12_04_26_56 - val_acc_1500","04_12_04_26_56 - val_acc_1500__MIN","04_12_04_26_56 - val_acc_1500__MAX"
"5250","0.8578125238418579","0.8578125238418579","0.8578125238418579"
"6000","0.8388671875","0.8388671875","0.8388671875"
"6750","0.8687500357627869","0.8687500357627869","0.8687500357627869"
"7500","0.8658203482627869","0.8658203482627869","0.8658203482627869"
"8250","0.875781238079071","0.875781238079071","0.875781238079071"
"9000","0.881054699420929","0.881054699420929","0.881054699420929"
"9750","0.8763672113418579","0.8763672113418579","0.8763672113418579"
"10500","0.887890636920929","0.887890636920929","0.887890636920929"
"11250","0.8853515982627869","0.8853515982627869","0.8853515982627869"
"12000","0.896484375","0.896484375","0.896484375"
"12750","0.886523425579071","0.886523425579071","0.886523425579071"
"13500","0.8841797113418579","0.8841797113418579","0.8841797113418579"
"14250","0.904101550579071","0.904101550579071","0.904101550579071"
"15000","0.9048828482627869","0.9048828482627869","0.9048828482627869"
"15750","0.906445324420929","0.906445324420929","0.906445324420929"
"16500","0.904101550579071","0.904101550579071","0.904101550579071"
"17250","0.895703136920929","0.895703136920929","0.895703136920929"
"18000","0.894335925579071","0.894335925579071","0.894335925579071"
"18750","0.9107422232627869","0.9107422232627869","0.9107422232627869"
"19500","0.91015625","0.91015625","0.91015625"
"20250","0.9175781607627869","0.9175781607627869","0.9175781607627869"
"21000","0.9189453125","0.9189453125","0.9189453125"
"21750","0.9117187857627869","0.9117187857627869","0.9117187857627869"
"22500","0.922070324420929","0.922070324420929","0.922070324420929"
"23250","0.9212890863418579","0.9212890863418579","0.9212890863418579"
"24000","0.9224609732627869","0.9224609732627869","0.9224609732627869"
"24750","0.909375011920929","0.909375011920929","0.909375011920929"
"25500","0.920703113079071","0.920703113079071","0.920703113079071"
"26250","0.928906261920929","0.928906261920929","0.928906261920929"
"27000","0.9273437857627869","0.9273437857627869","0.9273437857627869"
"27750","0.9228515625","0.9228515625","0.9228515625"
"28500","0.926562488079071","0.926562488079071","0.926562488079071"
"29250","0.9296875","0.9296875","0.9296875"
"30000","0.9271484613418579","0.9271484613418579","0.9271484613418579"
"30750","0.9310547113418579","0.9310547113418579","0.9310547113418579"
"31500","0.9281250238418579","0.9281250238418579","0.9281250238418579"
"32250","0.926562488079071","0.926562488079071","0.926562488079071"
"33000","0.9302734732627869","0.9302734732627869","0.9302734732627869"
"33750","0.9291015863418579","0.9291015863418579","0.9291015863418579"
"34500","0.932812511920929","0.932812511920929","0.932812511920929"
"35250","0.9310547113418579","0.9310547113418579","0.9310547113418579"
"36000","0.9330078363418579","0.9330078363418579","0.9330078363418579"
"36750","0.9330078363418579","0.9330078363418579","0.9330078363418579"
"37500","0.933789074420929","0.933789074420929","0.933789074420929"
"38250","0.934374988079071","0.934374988079071","0.934374988079071"
"39000","0.9322265982627869","0.9322265982627869","0.9322265982627869"
"39750","0.9345703125","0.9345703125","0.9345703125"