"Step","04_12_00_32_46 - val_bce_1500","04_12_00_32_46 - val_bce_1500__MIN","04_12_00_32_46 - val_bce_1500__MAX"
"5500","0.30387553572654724","0.30387553572654724","0.30387553572654724"
"6000","0.2952907979488373","0.2952907979488373","0.2952907979488373"
"6500","0.29608842730522156","0.29608842730522156","0.29608842730522156"
"7000","0.30276384949684143","0.30276384949684143","0.30276384949684143"
"7500","0.3003971576690674","0.3003971576690674","0.3003971576690674"
"8000","0.2996629476547241","0.2996629476547241","0.2996629476547241"
"8500","0.309559166431427","0.309559166431427","0.309559166431427"
"9000","0.29233282804489136","0.29233282804489136","0.29233282804489136"
"9500","0.302650511264801","0.302650511264801","0.302650511264801"
"10000","0.29132407903671265","0.29132407903671265","0.29132407903671265"
"10500","0.2869469225406647","0.2869469225406647","0.2869469225406647"
"11000","0.29351457953453064","0.29351457953453064","0.29351457953453064"
"11500","0.28836044669151306","0.28836044669151306","0.28836044669151306"
"12000","0.29568973183631897","0.29568973183631897","0.29568973183631897"
"12500","0.2872137427330017","0.2872137427330017","0.2872137427330017"
"13000","0.2941824793815613","0.2941824793815613","0.2941824793815613"
"13500","0.29383525252342224","0.29383525252342224","0.29383525252342224"
"14000","0.28925850987434387","0.28925850987434387","0.28925850987434387"
"14500","0.2916065752506256","0.2916065752506256","0.2916065752506256"
"15000","0.2807615101337433","0.2807615101337433","0.2807615101337433"
"15500","0.29065948724746704","0.29065948724746704","0.29065948724746704"
"16000","0.2968807816505432","0.2968807816505432","0.2968807816505432"
"16500","0.27874335646629333","0.27874335646629333","0.27874335646629333"
"17000","0.29550573229789734","0.29550573229789734","0.29550573229789734"
"17500","0.2868705689907074","0.2868705689907074","0.2868705689907074"
"18000","0.28253424167633057","0.28253424167633057","0.28253424167633057"
"18500","0.284871369600296","0.284871369600296","0.284871369600296"
"19000","0.28303763270378113","0.28303763270378113","0.28303763270378113"
"19500","0.28733015060424805","0.28733015060424805","0.28733015060424805"
"20000","0.28279316425323486","0.28279316425323486","0.28279316425323486"
"20500","0.2837042212486267","0.2837042212486267","0.2837042212486267"
"21000","0.27670928835868835","0.27670928835868835","0.27670928835868835"
"21500","0.2842532992362976","0.2842532992362976","0.2842532992362976"
"22000","0.2783621847629547","0.2783621847629547","0.2783621847629547"
"22500","0.2838446795940399","0.2838446795940399","0.2838446795940399"
"23000","0.276723712682724","0.276723712682724","0.276723712682724"
"23500","0.27986183762550354","0.27986183762550354","0.27986183762550354"
"24000","0.2762086093425751","0.2762086093425751","0.2762086093425751"
"24500","0.27969759702682495","0.27969759702682495","0.27969759702682495"
"25000","0.2754308879375458","0.2754308879375458","0.2754308879375458"
"25500","0.2739965617656708","0.2739965617656708","0.2739965617656708"
"26000","0.27441129088401794","0.27441129088401794","0.27441129088401794"
"26500","0.27559593319892883","0.27559593319892883","0.27559593319892883"
"27000","0.291136234998703","0.291136234998703","0.291136234998703"
"27500","0.2723486125469208","0.2723486125469208","0.2723486125469208"
"28000","0.2779158651828766","0.2779158651828766","0.2779158651828766"
"28500","0.28281065821647644","0.28281065821647644","0.28281065821647644"
"29000","0.27404823899269104","0.27404823899269104","0.27404823899269104"
"29500","0.2717911899089813","0.2717911899089813","0.2717911899089813"
"30000","0.27472957968711853","0.27472957968711853","0.27472957968711853"
"30500","0.27331456542015076","0.27331456542015076","0.27331456542015076"
"31000","0.2721201777458191","0.2721201777458191","0.2721201777458191"
"31500","0.2718789875507355","0.2718789875507355","0.2718789875507355"
"32000","0.2706162929534912","0.2706162929534912","0.2706162929534912"
"32500","0.272697776556015","0.272697776556015","0.272697776556015"
"33000","0.2717862129211426","0.2717862129211426","0.2717862129211426"
"33500","0.27135902643203735","0.27135902643203735","0.27135902643203735"
"34000","0.27119240164756775","0.27119240164756775","0.27119240164756775"
"34500","0.27088093757629395","0.27088093757629395","0.27088093757629395"
"35000","0.2727085053920746","0.2727085053920746","0.2727085053920746"
"35500","0.27059200406074524","0.27059200406074524","0.27059200406074524"
"36000","0.270514577627182","0.270514577627182","0.270514577627182"
"36500","0.26923051476478577","0.26923051476478577","0.26923051476478577"
"37000","0.269527405500412","0.269527405500412","0.269527405500412"
"37500","0.2692191004753113","0.2692191004753113","0.2692191004753113"
"38000","0.26962944865226746","0.26962944865226746","0.26962944865226746"
"38500","0.26906105875968933","0.26906105875968933","0.26906105875968933"
"39000","0.26924049854278564","0.26924049854278564","0.26924049854278564"
"39500","0.2692835032939911","0.2692835032939911","0.2692835032939911"
"40000","0.26995334029197693","0.26995334029197693","0.26995334029197693"