"Step","04_12_04_28_49 - val_acc_1500","04_12_04_28_49 - val_acc_1500__MIN","04_12_04_28_49 - val_acc_1500__MAX"
"5250","0.8080078363418579","0.8080078363418579","0.8080078363418579"
"6000","0.8013672232627869","0.8013672232627869","0.8013672232627869"
"6750","0.8203125","0.8203125","0.8203125"
"7500","0.8316406607627869","0.8316406607627869","0.8316406607627869"
"8250","0.8125","0.8125","0.8125"
"9000","0.8447265625","0.8447265625","0.8447265625"
"9750","0.846484363079071","0.846484363079071","0.846484363079071"
"10500","0.831250011920929","0.831250011920929","0.831250011920929"
"11250","0.8451172113418579","0.8451172113418579","0.8451172113418579"
"12000","0.855664074420929","0.855664074420929","0.855664074420929"
"12750","0.8607422113418579","0.8607422113418579","0.8607422113418579"
"13500","0.844531238079071","0.844531238079071","0.844531238079071"
"14250","0.860546886920929","0.860546886920929","0.860546886920929"
"15000","0.8441406488418579","0.8441406488418579","0.8441406488418579"
"15750","0.873046875","0.873046875","0.873046875"
"16500","0.8707031607627869","0.8707031607627869","0.8707031607627869"
"17250","0.8677734732627869","0.8677734732627869","0.8677734732627869"
"18000","0.870312511920929","0.870312511920929","0.870312511920929"
"18750","0.867382824420929","0.867382824420929","0.867382824420929"
"19500","0.87109375","0.87109375","0.87109375"
"20250","0.816601574420929","0.816601574420929","0.816601574420929"
"21000","0.8726562857627869","0.8726562857627869","0.8726562857627869"
"21750","0.8724609613418579","0.8724609613418579","0.8724609613418579"
"22500","0.8763672113418579","0.8763672113418579","0.8763672113418579"
"23250","0.8736328482627869","0.8736328482627869","0.8736328482627869"
"24000","0.8578125238418579","0.8578125238418579","0.8578125238418579"
"24750","0.87890625","0.87890625","0.87890625"
"25500","0.8697265982627869","0.8697265982627869","0.8697265982627869"
"26250","0.881054699420929","0.881054699420929","0.881054699420929"
"27000","0.8841797113418579","0.8841797113418579","0.8841797113418579"
"27750","0.882031261920929","0.882031261920929","0.882031261920929"
"28500","0.8746094107627869","0.8746094107627869","0.8746094107627869"
"29250","0.884570300579071","0.884570300579071","0.884570300579071"
"30000","0.885546863079071","0.885546863079071","0.885546863079071"
"30750","0.8863281607627869","0.8863281607627869","0.8863281607627869"
"31500","0.885546863079071","0.885546863079071","0.885546863079071"
"32250","0.8871093988418579","0.8871093988418579","0.8871093988418579"
"33000","0.883984386920929","0.883984386920929","0.883984386920929"
"33750","0.887890636920929","0.887890636920929","0.887890636920929"
"34500","0.8843750357627869","0.8843750357627869","0.8843750357627869"
"35250","0.888476550579071","0.888476550579071","0.888476550579071"
"36000","0.8882812857627869","0.8882812857627869","0.8882812857627869"
"36750","0.8871093988418579","0.8871093988418579","0.8871093988418579"
"37500","0.88671875","0.88671875","0.88671875"
"38250","0.887499988079071","0.887499988079071","0.887499988079071"
"39000","0.8892578482627869","0.8892578482627869","0.8892578482627869"
"39750","0.8880859613418579","0.8880859613418579","0.8880859613418579"